Kontonummer,Kontenbezeichnung,Kontenkategorie,Kontenunterart,Bilanzposition_Aktiva,Bilanzposition_Passiva,GuV_Position,Handlungshilfe,UStVA_Kennzahl,Steuerschluessel,USt_Berichtskategorie,Kontoart,Automatikkonto,Standard-Gegenkonto
1774,"Umsatzsteuer 19% innergem. Erwerb",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuer aus innergemeinschaftlichem Erwerb zum Regelsatz.","89","3","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1775,"Umsatzsteuer 16%",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuerschuld aus Umsätzen zum temporär gesenkten Regelsatz.","35","3","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1776,"Umsatzsteuer 19%",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuerschuld aus Umsätzen zum Regelsatz.","81","3","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1777,"Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuerschuld aus Lieferungen an Privatpersonen in der EU (vor OSS).","","","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1778,"Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen 19%",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuerschuld (19%) aus Lieferungen an Privatpersonen in der EU (vor OSS).","","","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1779,"Umsatzsteuer 19% innergem. Erwerb ohne VSt.-Abzug",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuer aus innergem. Erwerb, wenn kein Vorsteuerabzug möglich ist.","89","3","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1780,"Umsatzsteuer - Vorauszahlungen / Erstattungen",Umsatzsteuer,"Verrechnungskonto USt","","Verrechnungskonto Finanzamt","","Verrechnungskonto für USt-Zahllast und Zahlungen/Erstattungen an das Finanzamt.","","","Umsatzsteuervorauszahlungen",Passivkonto,Nein,
1781,"Umsatzsteuer - Vorauszahlungen 1/11 für Dauerfristverlängerung",Umsatzsteuer,"Verrechnungskonto USt","","Verrechnungskonto Finanzamt","","Buchung der Sondervorauszahlung für die Dauerfristverlängerung.","39","","Umsatzsteuervorauszahlungen",Passivkonto,Nein,
1782,"Nachsteuer (KZ. 65)",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuerschuld aus der Berichtigung des Vorsteuerabzugs nach §15a UStG.","65","","Umsatzsteuervorauszahlungen",Passivkonto,Ja,
1783,"Unrichtig oder unberechtigt ausgewiesene Umsatzsteuer (Kz. 69)",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuerschuld nach § 14c UStG.","69","","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1784,"Umsatzsteuer aus EU-Erwerb von Neufahrzeugen von Lieferanten ohne USt.-ID",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuer für den Erwerb von Neufahrzeugen von Privatpersonen im EU-Ausland.","96","","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1785,"Umsatzsteuer nach § 13b UStG",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuerschuld aus Reverse-Charge-Sachverhalten (§ 13b UStG).","84","3","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1786,"Umsatzsteuer aus innergemeinschaftlichem Erwerb 16 %",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuer aus innergem. Erwerb zum temporär gesenkten Satz.","95","3","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1787,"Umsatzsteuer nach § 13b UStG mit VSt.-Abzug 19%",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten","","Umsatzsteuerschuld (19%) aus Reverse-Charge-Sachverhalten (§ 13b UStG).","84","3","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1788,"Aufgeschobene Einfuhrumsatzsteuer",Verbindlichkeiten,Steuerverbindlichkeiten,"","D.4. Sonstige Verbindlichkeiten (darin aus Steuern)","","Verbindlichkeit aus EUSt, deren Fälligkeit im Rahmen eines zugelassenen Verfahrens aufgeschoben wurde.","","","Vereinnahmte Umsatzsteuer",Passivkonto,Nein,
1789,"Umsatzsteuer laufendes Jahr",Verbindlichkeiten,Steuerverbindlichkeiten,"","D.4. Sonstige Verbindlichkeiten (darin aus Steuern)","","Verrechnungskonto für die Umsatzsteuerzahllast des laufenden Geschäftsjahres.","","","Vereinnahmte Umsatzsteuer",Passivkonto,Nein,
1790,"Umsatzsteuer Vorjahr",Verbindlichkeiten,Steuerverbindlichkeiten,"","D.4. Sonstige Verbindlichkeiten (darin aus Steuern)","","Verbindlichkeiten oder Forderungen aus der Umsatzsteuer-Jahreserklärung des Vorjahres.","","","Umsatzsteuer Vorjahre",Passivkonto,Nein,
1791,"Umsatzsteuer frühere Jahre",Verbindlichkeiten,Steuerverbindlichkeiten,"","D.4. Sonstige Verbindlichkeiten (darin aus Steuern)","","Verbindlichkeiten oder Forderungen aus Umsatzsteuer für weiter zurückliegende Jahre (z.B. nach Betriebsprüfung).","","","Umsatzsteuer Vorjahre",Passivkonto,Nein,
1792,"Sonstige Verrechnungskonten (Interimskonto)",Interimskonto,Verrechnungskonto,"Technisches Konto","","","Sammelkonto für unklare Posten oder zur kurzfristigen Verrechnung","","","",Aktivkonto,Nein,
1794,"Umsatzsteuer aus Erwerb als letzter Abnehmer innerhalb eines Dreiecksgeschäfts",Umsatzsteuer,"Umsatzsteuer-Verbindlichkeiten","","D.4. Sonstige Verbindlichkeiten (darin aus Steuern)","","Erfassung der Umsatzsteuerschuld des letzten Abnehmers bei einem innergemeinschaftlichen Dreiecksgeschäft.","69","","Vereinnahmte Umsatzsteuer",Passivkonto,Ja,
1795,"Verbindlichkeiten im Rahmen der sozialen Sicherheit (für § 4 Abs. 3 EStG)",Verbindlichkeiten,Sozialversicherungsverbindlichkeiten,"","D.4. Sonstige Verbindlichkeiten (darin im Rahmen der sozialen Sicherheit)","","Technisches Konto zur periodengerechten Erfassung von SV-Beiträgen für Einnahmen-Überschuss-Rechner.","","","",Passivkonto,Nein,
2010,"Betriebsfremde Aufwendungen",Betriebsausgabe,"Neutraler Aufwand","","","8. Sonstige betriebliche Aufwendungen","Aufwendungen, die nicht mit dem eigentlichen Betriebszweck zusammenhängen (z.B. Spenden).","","","",Aufwandskonto,Nein,1200
2020,"Periodenfremde Aufwendungen",Betriebsausgabe,"Neutraler Aufwand","","","8. Sonstige betriebliche Aufwendungen","Aufwendungen, die wirtschaftlich in eine andere Abrechnungsperiode gehören (z.B. Nachzahlung für Vorjahr).","","","",Aufwandskonto,Nein,1200
2100,"Zinsen und ähnliche Aufwendungen",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Sammelkonto für Zinsaufwendungen aller Art.","","","",Aufwandskonto,Nein,1200
2102,"Steuerlich nicht abzugsfähige, andere Nebenleistungen zu Steuern §4 Abs. 5b EStG",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Erfassung von steuerlich nicht abzugsfähigen Säumniszuschlägen etc. auf betriebliche Steuern.","","","",Aufwandskonto,Nein,1200
2103,"Abzugsfähige andere Nebenleistungen zu Steuern",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Erfassung von steuerlich abzugsfähigen Nebenleistungen (z.B. Stundungszinsen).","","","",Aufwandskonto,Nein,1200
2104,"Nicht abzugsfähige, andere Nebenleistungen zu Steuern",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Erfassung von steuerlich nicht abzugsfähigen Nebenleistungen (z.B. Säumniszuschläge auf Personensteuern).","","","",Aufwandskonto,Nein,1200
2105,"Zinsaufwendungen § 233a AO, § 4 Abs. 5b EStG, nicht abzugsfähig",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Nicht abzugsfähige Nachzahlungszinsen auf betriebliche Steuern (Gewerbe-, Körperschaftsteuer).","","","",Aufwandskonto,Nein,1200
2106,"Zinsen aus Abzinsung des Körperschaftssteuer-Erhöhungsbetrages § 38 KStG",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Spezialkonto für Zinsen im Rahmen von EK02-Ausschüttungen.","","","",Aufwandskonto,Nein,
2107,"Zinsaufwendungen § 233a AO betriebliche Steuern",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Abzugsfähige Nachzahlungs- und Erstattungszinsen auf betriebliche Steuern (z.B. Umsatzsteuer).","","","",Aufwandskonto,Nein,1200
2108,"Zinsaufwendungen §§ 233a bis 237 AO Personensteuern",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Nicht abzugsfähige Zinsen auf Personensteuern (Einkommensteuer).","","","",Aufwandskonto,Nein,1200
2110,"Zinsaufwendungen für kurzfristige Verbindlichkeiten",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Zinsen für Kontokorrentkredite, kurzfristige Darlehen etc.","","","",Aufwandskonto,Nein,1710
2111,"Zinsaufwendungen §§ 234 bis 237 AO abzugsfähig",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Abzugsfähige Zinsen wie Stundungs- oder Aussetzungszinsen auf betriebliche Steuern.","","","",Aufwandskonto,Nein,1200
2113,"Nicht abzugsfähige Schuldzinsen gemäß § 4 Abs. 4a EStG (Hinzurechnungsbetrag)",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Erfassung des Betrags aus der Hinzurechnung von Überentnahmen bei Personengesellschaften/Einzelunternehmen.","","","",Aufwandskonto,Nein,
2114,"Zinsen für Gesellschafterdarlehen",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Zinszahlungen für Darlehen, die von Gesellschaftern gewährt wurden.","","","",Aufwandskonto,Nein,1725
2115,"Zinsen und ähnliche Aufwendungen z.T. nicht abziehbar",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Sammelkonto für Zinsen, bei denen die steuerliche Abzugsfähigkeit noch zu prüfen ist.","","","",Aufwandskonto,Nein,
2116,"Zinsen und ähnliche Aufwendungen an verbundene UN z.T. n. abz.",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Zinszahlungen an verbundene Unternehmen, die ggf. unter die Zinsschranke fallen.","","","",Aufwandskonto,Nein,
2117,"Zinsen an Gesellschafter mit einer Beteiligung von mehr als 25%",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Zinszahlungen an wesentlich beteiligte Gesellschafter (Prüfung verdeckte Gewinnausschüttung).","","","",Aufwandskonto,Nein,
2118,"Zinsen auf Kontokorrentkonten",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Sollzinsen für die Überziehung von Bankkonten.","","","",Aufwandskonto,Nein,1710
2120,"Zinsaufwendungen für langfristige Verbindlichkeiten",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Zinsen für langfristige Bankdarlehen oder Anleihen.","","","",Aufwandskonto,Nein,1705
2143,"Zinsaufwendungen aus der Abzinsung von Verbindlichkeiten",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Aufzinsung von langfristigen, unverzinslichen Verbindlichkeiten.","","","",Aufwandskonto,Nein,
2144,"Zinsaufwendungen aus der Abzinsung von Rückstellungen",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Aufzinsung von langfristigen Rückstellungen (außer Pensionen).","","","",Aufwandskonto,Nein,
2146,"Zinsaufwendungen aus Abzinsung Pensionsrückst. u. ä. Verpfl. z. Verr. § 246 Abs. 2 HGB",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Zinsaufwand aus Verpflichtungen, die mit Deckungsvermögen verrechnet werden.","","","",Aufwandskonto,Nein,
2147,"Aufwendungen aus Vermögensgegenständen zur Verrechnung nach § 246 Abs. 2 HGB",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Aufwendungen aus Deckungsvermögen (z.B. Wertverluste), die mit dem Zinsaufwand saldiert werden.","","","",Aufwandskonto,Nein,
2148,"Steuerlich nicht abzugsfähige Zinsaufwendungen aus der Abzinsung von Rückstellungen",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Aufzinsungsaufwand, der nach § 6 Abs. 1 Nr. 3a EStG steuerlich nicht abzugsfähig ist.","","","",Aufwandskonto,Nein,
2149,"Zinsähnliche Aufwendungen an verbundene Unternehmen",Betriebsausgabe,Zinsaufwand,"","","12. Zinsen und ähnliche Aufwendungen","Kreditprovisionen etc. an verbundene Unternehmen.","","","",Aufwandskonto,Nein,
2150,"Aufwendungen aus der Währungsumrechnung",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Verluste aus der Umrechnung von Forderungen oder Verbindlichkeiten in Fremdwährung.","","","",Aufwandskonto,Nein,
2151,"Aufwendungen aus der Währungsumrechnung (nicht § 256a HGB)",Betriebsausgabe,"Neutraler Aufwand","","","12. Zinsen und ähnliche Aufwendungen","Kursverluste, die dem Finanzergebnis zuzuordnen sind.","","","",Aufwandskonto,Nein,
2166,"Aufwendungen aus Bewertung Finanzmittelfonds",Betriebsausgabe,"Neutraler Aufwand","","","11. Abschreibungen auf Finanzanlagen...","Wertminderungen von Anteilen an Investmentfonds im Umlaufvermögen.","","","",Aufwandskonto,Nein,
2170,"Nicht abziehbare Vorsteuer (sonst. Aufw.)",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Vorsteuerbeträge, für die kein Abzugsrecht besteht und die als separater Aufwand gebucht werden.","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,1200
2171,"Nicht abziehbare Vorsteuer 7% (sonst. Aufw.)",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Wie 2170, jedoch für den ermäßigten Steuersatz.","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,1200
2176,"Nicht abziehbare Vorsteuer 19% (sonst. Aufw.)",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Wie 2170, jedoch für den Regelsteuersatz.","","","Steuern, Versicherungen und Beiträge",Aufwandskonto,Nein,1200
2200,Körperschaftsteuer,Betriebsausgabe,"Steuern v. Einkommen/Ertrag","","","17. Steuern vom Einkommen und vom Ertrag","Aufwand für die Körperschaftsteuer des laufenden Jahres (nicht abzugsfähig).","","","Betriebliche Steuern",Aufwandskonto,Nein,0963
2203,"Körperschaftsteuer für Vorjahre",Betriebsausgabe,"Steuern v. Einkommen/Ertrag","","","17. Steuern vom Einkommen und vom Ertrag","Nachzahlungen von Körperschaftsteuer für frühere Jahre.","","","Betriebliche Steuern",Aufwandskonto,Nein,1200
2204,"Körperschaftsteuererstattungen für Vorjahre",Einnahme,"Steuern v. Einkommen/Ertrag","","","17. Steuern vom Einkommen und vom Ertrag","Erstattungen von Körperschaftsteuer für frühere Jahre (ertragswirksam).","","","Betriebliche Steuern",Ertragskonto,Nein,1200
2208,Solidaritätszuschlag,Betriebsausgabe,"Steuern v. Einkommen/Ertrag","","","17. Steuern vom Einkommen und vom Ertrag","Aufwand für den Solidaritätszuschlag zur Körperschaftsteuer (nicht abzugsfähig).","","","Betriebliche Steuern",Aufwandskonto,Nein,1736
2209,"Solidaritätszuschlag für Vorjahre",Betriebsausgabe,"Steuern v. Einkommen/Ertrag","","","17. Steuern vom Einkommen und vom Ertrag","Nachzahlungen von Solidaritätszuschlag für frühere Jahre.","","","Betriebliche Steuern",Aufwandskonto,Nein,1200
2210,"Solidaritätszuschlagserstattungen für Vorjahre",Einnahme,"Steuern v. Einkommen/Ertrag","","","17. Steuern vom Einkommen und vom Ertrag","Erstattungen von Solidaritätszuschlag für frühere Jahre.","","","Betriebliche Steuern",Ertragskonto,Nein,1200
2213,"Kapitalertragsteuer 25%",Betriebsausgabe,"Anrechenbare Steuern","","","17. Steuern vom Einkommen und vom Ertrag","Einbehaltene Kapitalertragsteuer auf Zinserträge, die auf die KSt-Schuld angerechnet wird.","","","Betriebliche Steuern",Aufwandskonto,Nein,
2216,"Anrechenbarer Solidaritätszuschlag auf Kapitalertragsteuer",Betriebsausgabe,"Anrechenbare Steuern","","","17. Steuern vom Einkommen und vom Ertrag","Einbehaltener Solidaritätszuschlag auf Zinserträge, der angerechnet wird.","","","Betriebliche Steuern",Aufwandskonto,Nein,
2250,"Aufwendungen aus der Zuführung und Auflösung von latenten Steuern",Betriebsausgabe,"Latente Steuern","","","20. Aufwendungen/Erträge aus latenten Steuern","Buchung des Aufwands aus der Bildung/Auflösung von latenten Steuern.","","","",Aufwandskonto,Nein,0968
2255,"Erträge aus der Zuführung und Auflösung von latenten Steuern",Einnahme,"Latente Steuern","","","20. Aufwendungen/Erträge aus latenten Steuern","Buchung des Ertrags aus der Bildung/Auflösung von latenten Steuern.","","","",Ertragskonto,Nein,0983
2260,"Aufwendungen aus der Zuführung zu Steuerrückstellungen für Steuerstundung (BStBK)",Betriebsausgabe,"Steuern v. Einkommen/Ertrag","","","17. Steuern vom Einkommen und vom Ertrag","Aufwand aus der Bildung von Steuerrückstellungen für gestundete Steuern.","","","",Aufwandskonto,Nein,0962
2265,"Erträge aus der Auflösung von Steuerrückstellungen für Steuerstundung (BStBK)",Einnahme,"Steuern v. Einkommen/Ertrag","","","17. Steuern vom Einkommen und vom Ertrag","Ertrag aus der Auflösung von Steuerrückstellungen für gestundete Steuern.","","","",Ertragskonto,Nein,0962
2281,"Gewerbesteuer Nachzahlung / Erstattung VJ § 4 Abs. 5b EStG",Betriebsausgabe,"Steuern v. Einkommen/Ertrag","","","17. Steuern vom Einkommen und vom Ertrag","Nachzahlungen oder Erstattungen von Gewerbesteuer für Vorjahre (nicht abzugsfähig).","","","",Aufwandskonto,Nein,1200
2283,"Erträge aus der Auflösung von Gewerbesteuerrückstellungen §4 Abs. 5b EStG",Einnahme,"Steuern v. Einkommen/Ertrag","","","17. Steuern vom Einkommen und vom Ertrag","Ertragswirksame Auflösung von nicht mehr benötigten Gewerbesteuerrückstellungen.","","","Betriebliche Steuern",Ertragskonto,Nein,0956
2285,"Steuernachzahlungen Vorjahre für sonstige Steuern",Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Nachzahlungen für betriebliche Steuern (z.B. Grundsteuer) aus Vorjahren.","","","Betriebliche Steuern",Aufwandskonto,Nein,1200
2287,"Steuererstattungen Vorjahre für sonstige Steuern",Einnahme,"Betriebliche Steuern","","","4. Sonstige betriebliche Erträge","Erstattungen für betriebliche Steuern (z.B. Grundsteuer) aus Vorjahren.","","","Neutrale Erträge",Ertragskonto,Nein,1200
2289,"Erträge aus der Auflösung von Rückstellungen für sonstige Steuern",Einnahme,"Neutraler Ertrag","","","4. Sonstige betriebliche Erträge","Ertragswirksame Auflösung von Rückstellungen für sonstige Steuern (z.B. für eine Betriebsprüfung).","","","",Ertragskonto,Nein,0970
2300,"Sonstige betriebliche Aufwendungen",Betriebsausgabe,"Sonstige Kosten","","","8. Sonstige betriebliche Aufwendungen","Sammelkonto für sonstige betriebliche Aufwendungen, die nicht spezieller zugeordnet werden können.","","","",Aufwandskonto,Nein,1200
2307,"Sonstige Aufwendungen betriebsfremd und regelmäßig",Betriebsausgabe,"Neutraler Aufwand","","","8. Sonstige betriebliche Aufwendungen","Regelmäßige, aber nicht dem Betriebszweck dienende Aufwendungen.","","","",Aufwandskonto,Nein,1200
2308,"Sonstige nicht abziehbare Aufwendungen",Betriebsausgabe,"Nicht abzugsfähige Betriebsausgaben","","","8. Sonstige betriebliche Aufwendungen","Aufwendungen, die handelsrechtlich Aufwand sind, aber steuerlich nicht abgezogen werden dürfen (außer Geschenke/Bewirtung).","","","",Aufwandskonto,Nein,1200
2309,"Sonstige Aufwendungen unregelmäßig",Betriebsausgabe,"Neutraler Aufwand","","","8. Sonstige betriebliche Aufwendungen","Außergewöhnliche Aufwendungen, die nicht unter eine andere Kategorie fallen.","","","",Aufwandskonto,Nein,1200
2310,"Anlagenabgänge Sachanlagen (Restbuchwert bei Buchverlust)",Betriebsausgabe,Anlagenabgang,"","","8. Sonstige betriebliche Aufwendungen","Ausbuchung des Restbuchwerts bei Verkauf oder Verschrottung von Sachanlagen, wenn ein Verlust entsteht.","","","Buchwert Anlagenabgänge",Aufwandskonto,Nein,
2311,"Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchverlust)",Betriebsausgabe,Anlagenabgang,"","","8. Sonstige betriebliche Aufwendungen","Ausbuchung des Restbuchwerts bei Verkauf immaterieller VG, wenn ein Verlust entsteht.","","","Buchwert Anlagenabgänge",Aufwandskonto,Nein,
2312,"Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchverlust)",Betriebsausgabe,Anlagenabgang,"","","11. Abschreibungen auf Finanzanlagen...","Ausbuchung des Restbuchwerts bei Verkauf von Finanzanlagen, wenn ein Verlust entsteht.","","","Buchwert Anlagenabgänge",Aufwandskonto,Nein,
2313,"Abgang Finanzanlagen zum Teil nicht abziehbar (Restbuchwert Buchverlust)",Betriebsausgabe,Anlagenabgang,"","","11. Abschreibungen auf Finanzanlagen...","Wie 2312, wenn der Verlust steuerlich nur teilweise abzugsfähig ist.","","","Buchwert Anlagenabgänge",Aufwandskonto,Nein,
2315,"Anlagenabgänge Sachanlagen (Restbuchwert bei Buchgewinn)",Betriebsausgabe,Anlagenabgang,"","","4. Sonstige betriebliche Erträge (als Minderung)","Ausbuchung des Restbuchwerts bei Verkauf von Sachanlagen, wenn ein Gewinn entsteht (Verrechnung mit Erlös).","","","Buchwert Anlagenabgänge",Aufwandskonto,Nein,
2316,"Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchgewinn)",Betriebsausgabe,Anlagenabgang,"","","4. Sonstige betriebliche Erträge (als Minderung)","Ausbuchung des Restbuchwerts bei Verkauf immaterieller VG, wenn ein Gewinn entsteht.","","","Buchwert Anlagenabgänge",Aufwandskonto,Nein,
2317,"Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchgewinn)",Betriebsausgabe,Anlagenabgang,"","","10. Erträge aus Finanzanlagen (als Minderung)","Ausbuchung des Restbuchwerts bei Verkauf von Finanzanlagen, wenn ein Gewinn entsteht.","","","Buchwert Anlagenabgänge",Aufwandskonto,Nein,
2318,"Abgang Finanzanlagen zum Teil steuerfrei (Restbuchwert bei Buchgewinn)",Betriebsausgabe,Anlagenabgang,"","","10. Erträge aus Finanzanlagen (als Minderung)","Wie 2317, wenn der Gewinn steuerlich teilweise steuerfrei ist.","","","Buchwert Anlagenabgänge",Aufwandskonto,Nein,
2320,"Verluste aus dem Abgang von Gegenständen des Anlagevermögens",Betriebsausgabe,Anlagenabgang,"","","8. Sonstige betriebliche Aufwendungen","Erfassung des Nettoverlusts aus dem Verkauf von Anlagevermögen.","","","Erlöse aus Anlagenverkäufen",Aufwandskonto,Nein,
2323,"Verlust aus der Veräußerung von Anteilen an KapGes. z.T. n. abz.",Betriebsausgabe,Anlagenabgang,"","","11. Abschreibungen auf Finanzanlagen...","Verlust aus Verkauf von Anteilen, der steuerlich nur begrenzt abzugsfähig ist.","","","Erlöse aus Anlagenverkäufen",Aufwandskonto,Nein,
2325,"Verluste aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte)",Betriebsausgabe,"Neutraler Aufwand","","","8. Sonstige betriebliche Aufwendungen","Verluste aus dem Verkauf von z.B. Wertpapieren des Umlaufvermögens unter Buchwert.","","","",Aufwandskonto,Nein,
2326,"Verluste aus dem Abgang von Gegenständen des Umlaufvermögens z.T. n. abz.",Betriebsausgabe,"Neutraler Aufwand","","","8. Sonstige betriebliche Aufwendungen","Wie 2325, wenn der Verlust steuerlich nur teilweise abzugsfähig ist.","","","",Aufwandskonto,Nein,
2339,"Einstellungen in die steuerliche Rücklage nach § 4g EStG",Betriebsausgabe,"Steuerliche Rücklagen","","","8. Sonstige betriebliche Aufwendungen","Aufwand zur Bildung einer Rücklage zur Vermeidung der sofortigen Versteuerung stiller Reserven.","","","",Aufwandskonto,Nein,0945
2342,"Einstellungen in die steuerliche Rücklage nach § 6b Abs. 3 EStG",Betriebsausgabe,"Steuerliche Rücklagen","","","8. Sonstige betriebliche Aufwendungen","Aufwand zur Bildung einer Rücklage für die Übertragung stiller Reserven.","","","",Aufwandskonto,Nein,0931
2343,"Einstellungen in die steuerliche Rücklage nach § 6b Abs. 10 EStG",Betriebsausgabe,"Steuerliche Rücklagen","","","8. Sonstige betriebliche Aufwendungen","Aufwand zur Bildung einer Rücklage für die Übertragung stiller Reserven (Sonderfall).","","","",Aufwandskonto,Nein,0931
2344,"Einstellungen in die Rücklage für Ersatzbeschaffung nach R 6.6 EStR",Betriebsausgabe,"Steuerliche Rücklagen","","","8. Sonstige betriebliche Aufwendungen","Aufwand zur Bildung einer Rücklage bei unfreiwilligem Ausscheiden eines Wirtschaftsgutes.","","","",Aufwandskonto,Nein,0932
2345,"Einstellungen in steuerliche Rücklagen",Betriebsausgabe,"Steuerliche Rücklagen","","","8. Sonstige betriebliche Aufwendungen","Sammelkonto für die Bildung steuerlicher Rücklagen zur Gewinnminderung.","","","",Aufwandskonto,Nein,
2347,"Aufwendungen aus dem Erwerb eigener Anteile",Ergebnisverwendung,Rücklagenbewegung,"","","","Nebenkosten beim Kauf eigener Anteile, die direkt mit den Rücklagen verrechnet werden.","","","",Aufwandskonto,Nein,0848
2375,Grundsteuer,Betriebsausgabe,"Betriebliche Steuern","","","8. Sonstige betriebliche Aufwendungen","Aufwand für die Grundsteuer für betrieblich genutzte Grundstücke.","","","",Aufwandskonto,Nein,1736
2400,Forderungsverluste,Betriebsausgabe,Forderungsverluste,"","","8. Sonstige betriebliche Aufwendungen","Abschreibung von uneinbringlichen Netto-Forderungen.","","","",Aufwandskonto,Nein,1400
2401,"Forderungsverluste 7% USt.",Betriebsausgabe,Forderungsverluste,"","","8. Sonstige betriebliche Aufwendungen","Abschreibung uneinbringlicher Forderungen, inkl. Korrektur der 7% USt.","86","","Umsatzerlöse",Aufwandskonto,Ja,1446
2402,"Forderungsverluste aus steuerfreien EU-Lieferungen",Betriebsausgabe,Forderungsverluste,"","","8. Sonstige betriebliche Aufwendungen","Abschreibung uneinbringlicher Forderungen aus steuerfreien innergemeinschaftlichen Lieferungen.","41","","Umsatzerlöse",Aufwandskonto,Ja,1447
